"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2022-3-29","4,134.14","4,155.42","4,177.21","4,124.72","100.27K","-0.35%"
"2022-3-28","4,148.47","4,128.84","4,174.12","4,091.30","118.45K","-0.63%"
"2022-3-25","4,174.57","4,249.07","4,254.84","4,173.93","108.81K","-1.80%"
"2022-3-24","4,251.31","4,249.53","4,273.96","4,216.85","108.92K","-0.59%"
"2022-3-23","4,276.52","4,269.61","4,287.58","4,241.96","117.09K","0.50%"
"2022-3-22","4,255.29","4,252.57","4,283.33","4,236.69","126.38K","-0.08%"
"2022-3-21","4,258.75","4,280.14","4,287.82","4,223.02","127.04K","-0.17%"
"2022-3-18","4,265.90","4,218.47","4,283.37","4,194.94","149.46K","0.67%"
"2022-3-17","4,237.70","4,237.67","4,302.74","4,217.80","179.41K","1.96%"
"2022-3-16","4,156.08","4,053.10","4,168.59","3,942.86","196.02K","4.32%"
"2022-3-15","3,983.81","4,125.49","4,163.42","3,983.81","202.53K","-4.57%"
"2022-3-14","4,174.76","4,248.15","4,280.36","4,174.76","130.19K","-3.06%"
"2022-3-11","4,306.52","4,231.20","4,316.04","4,176.45","152.40K","0.32%"
"2022-3-10","4,292.84","4,326.20","4,335.67","4,288.51","145.27K","1.57%"
"2022-3-9","4,226.35","4,280.98","4,304.48","4,068.19","194.23K","-0.92%"
"2022-3-8","4,265.39","4,361.64","4,383.65","4,252.54","167.86K","-2.01%"
"2022-3-7","4,352.78","4,462.52","4,462.52","4,338.30","162.20K","-3.19%"
"2022-3-4","4,496.43","4,513.36","4,539.39","4,481.49","127.27K","-1.21%"
"2022-3-3","4,551.63","4,595.02","4,599.40","4,544.43","138.29K","-0.59%"
"2022-3-2","4,578.60","4,594.02","4,594.02","4,558.44","113.30K","-0.89%"
"2022-3-1","4,619.69","4,597.85","4,623.43","4,583.92","123.14K","0.83%"
"2022-2-28","4,581.65","4,563.74","4,581.65","4,530.68","135.41K","0.18%"
"2022-2-25","4,573.42","4,564.63","4,611.86","4,561.90","149.72K","0.97%"
"2022-2-24","4,529.32","4,592.07","4,610.88","4,488.48","184.40K","-2.03%"
"2022-2-23","4,623.05","4,582.01","4,625.30","4,579.29","122.95K","1.07%"
"2022-2-22","4,574.15","4,601.92","4,602.07","4,550.80","123.32K","-1.30%"
"2022-2-21","4,634.31","4,646.05","4,646.67","4,613.30","112.52K","-0.36%"
"2022-2-18","4,651.24","4,604.57","4,651.34","4,598.10","104.55K","0.48%"
"2022-2-17","4,629.17","4,616.90","4,650.16","4,606.95","110.02K","0.24%"
"2022-2-16","4,617.99","4,619.85","4,643.10","4,607.22","107.26K","0.39%"
"2022-2-15","4,600.10","4,553.81","4,601.45","4,550.54","115.03K","1.06%"
"2022-2-14","4,551.69","4,579.42","4,593.63","4,530.06","143.67K","-1.08%"
"2022-2-11","4,601.40","4,617.87","4,662.60","4,595.88","155.98K","-0.83%"
"2022-2-10","4,639.86","4,657.21","4,657.21","4,608.09","151.58K","-0.26%"
"2022-2-9","4,652.06","4,608.15","4,659.46","4,595.28","148.34K","0.94%"
"2022-2-8","4,608.77","4,626.44","4,626.44","4,522.47","155.83K","-0.55%"
"2022-2-7","4,634.09","4,638.58","4,672.65","4,615.01","144.85K","1.54%"
"2022-1-28","4,563.77","4,641.81","4,660.52","4,559.83","126.48K","-1.21%"
"2022-1-27","4,619.88","4,708.10","4,708.44","4,616.03","121.26K","-1.96%"
"2022-1-26","4,712.31","4,697.10","4,718.99","4,648.13","107.07K","0.72%"
"2022-1-25","4,678.45","4,761.95","4,781.39","4,678.25","133.67K","-2.26%"
"2022-1-24","4,786.74","4,753.94","4,801.10","4,746.45","114.46K","0.16%"
"2022-1-21","4,779.31","4,808.77","4,818.31","4,762.56","138.95K","-0.92%"
"2022-1-20","4,823.51","4,778.26","4,845.00","4,777.57","164.97K","0.90%"
"2022-1-19","4,780.38","4,815.81","4,828.75","4,755.93","133.93K","-0.68%"
"2022-1-18","4,813.35","4,766.78","4,826.30","4,747.92","150.87K","0.97%"
"2022-1-17","4,767.28","4,728.76","4,775.24","4,726.71","115.30K","0.86%"
"2022-1-14","4,726.73","4,743.91","4,764.05","4,723.94","146.86K","-0.82%"
"2022-1-13","4,765.92","4,853.03","4,853.06","4,765.24","142.52K","-1.64%"
"2022-1-12","4,845.58","4,818.89","4,852.73","4,810.92","143.20K","1.00%"
"2022-1-11","4,797.77","4,840.01","4,850.88","4,791.89","146.93K","-0.96%"
"2022-1-10","4,844.04","4,812.23","4,844.39","4,780.82","156.21K","0.45%"
"2022-1-7","4,822.37","4,824.32","4,856.65","4,818.19","187.14K","0.09%"
"2022-1-6","4,818.23","4,842.16","4,857.56","4,786.43","157.67K","-1.02%"
"2022-1-5","4,868.12","4,907.93","4,916.28","4,851.98","178.82K","-1.01%"
"2022-1-4","4,917.77","4,957.98","4,961.45","4,874.53","151.54K","-0.46%"
"2021-12-31","4,940.37","4,937.46","4,950.36","4,923.14","121.31K","0.38%"
"2021-12-30","4,921.51","4,882.16","4,940.18","4,878.65","121.62K","0.78%"
"2021-12-29","4,883.48","4,958.65","4,958.65","4,883.48","113.59K","-1.46%"
"2021-12-28","4,955.96","4,923.69","4,959.15","4,913.60","130.46K","0.74%"
"2021-12-27","4,919.32","4,918.15","4,939.69","4,894.16","124.10K","-0.04%"
"2021-12-24","4,921.34","4,953.06","4,964.91","4,905.98","142.67K","-0.55%"
"2021-12-23","4,948.74","4,924.29","4,948.74","4,906.75","139.56K","0.70%"
"2021-12-22","4,914.45","4,924.58","4,936.67","4,903.17","133.26K","0.02%"
"2021-12-21","4,913.49","4,876.51","4,917.80","4,872.95","143.34K","0.68%"
"2021-12-20","4,880.42","4,934.97","4,971.67","4,872.68","169.68K","-1.50%"
"2021-12-17","4,954.76","5,021.34","5,022.11","4,954.76","149.01K","-1.59%"
"2021-12-16","5,034.73","5,006.61","5,034.73","4,987.22","144.05K","0.58%"
"2021-12-15","5,005.90","5,036.28","5,060.37","5,003.78","150.53K","-0.87%"
"2021-12-14","5,049.70","5,066.35","5,075.21","5,038.86","159.11K","-0.67%"
"2021-12-13","5,083.80","5,090.02","5,143.84","5,079.73","211.80K","0.57%"
"2021-12-10","5,055.12","5,046.27","5,060.06","5,035.81","193.70K","-0.46%"
"2021-12-9","5,078.69","5,000.69","5,114.50","4,999.41","220.57K","1.66%"
"2021-12-8","4,995.93","4,934.41","4,995.93","4,915.79","157.49K","1.50%"
"2021-12-7","4,922.10","4,930.83","4,934.10","4,895.22","179.05K","0.60%"
"2021-12-6","4,892.62","4,909.43","4,943.90","4,888.69","173.62K","-0.17%"
"2021-12-3","4,901.02","4,856.98","4,901.02","4,853.35","144.06K","0.92%"
"2021-12-2","4,856.16","4,839.91","4,866.85","4,830.32","148.09K","0.25%"
"2021-12-1","4,843.85","4,831.89","4,844.52","4,823.93","123.09K","0.24%"
"2021-11-30","4,832.03","4,857.18","4,871.25","4,810.22","129.63K","-0.40%"
"2021-11-29","4,851.42","4,820.01","4,858.53","4,818.71","133.63K","-0.18%"
"2021-11-26","4,860.13","4,886.95","4,886.95","4,850.81","120.37K","-0.74%"
"2021-11-25","4,896.44","4,917.61","4,921.33","4,891.73","115.98K","-0.41%"
"2021-11-24","4,916.66","4,914.03","4,935.49","4,899.61","137.15K","0.07%"
"2021-11-23","4,913.35","4,905.76","4,927.52","4,896.88","154.30K","0.02%"
"2021-11-22","4,912.40","4,895.39","4,919.00","4,893.27","138.09K","0.46%"
"2021-11-19","4,890.06","4,832.06","4,892.81","4,829.57","127.20K","1.08%"
"2021-11-18","4,837.62","4,871.42","4,871.42","4,830.41","114.48K","-0.99%"
"2021-11-17","4,885.75","4,883.25","4,891.52","4,864.52","108.46K","0.05%"
"2021-11-16","4,883.32","4,880.90","4,915.37","4,876.50","127.25K","0.02%"
"2021-11-15","4,882.38","4,894.41","4,906.33","4,863.40","121.82K","-0.12%"
"2021-11-12","4,888.38","4,902.93","4,909.08","4,875.35","132.66K","-0.21%"
"2021-11-11","4,898.65","4,814.77","4,898.65","4,809.11","160.49K","1.61%"
"2021-11-10","4,821.19","4,832.80","4,832.80","4,754.00","135.12K","-0.53%"
"2021-11-9","4,846.74","4,858.25","4,870.79","4,818.54","118.38K","-0.03%"
"2021-11-8","4,848.18","4,841.15","4,866.08","4,827.69","137.40K","0.12%"
"2021-11-5","4,842.35","4,858.90","4,889.68","4,841.74","147.79K","-0.54%"
"2021-11-4","4,868.74","4,841.09","4,873.94","4,834.74","132.59K","0.99%"
"2021-11-3","4,821.11","4,835.81","4,858.71","4,804.37","142.76K","-0.39%"
"2021-11-2","4,839.85","4,886.19","4,911.23","4,797.90","185.44K","-1.04%"
"2021-11-1","4,890.69","4,878.13","4,908.21","4,858.25","171.58K","-0.37%"
"2021-10-29","4,908.77","4,861.27","4,908.77","4,855.76","159.89K","0.92%"
"2021-10-28","4,864.14","4,882.59","4,898.66","4,846.28","156.65K","-0.69%"
"2021-10-27","4,898.16","4,949.23","4,949.23","4,884.94","147.11K","-1.31%"
"2021-10-26","4,963.10","4,983.24","5,002.57","4,953.48","140.89K","-0.33%"
"2021-10-25","4,979.52","4,940.90","4,981.65","4,930.11","141.86K","0.40%"
"2021-10-22","4,959.73","4,934.87","4,989.89","4,934.87","143.93K","0.64%"
"2021-10-21","4,928.02","4,914.74","4,946.18","4,893.85","148.90K","0.36%"
"2021-10-20","4,910.18","4,926.77","4,944.02","4,898.37","141.53K","-0.25%"
"2021-10-19","4,922.72","4,869.39","4,928.14","4,868.81","135.27K","0.98%"
"2021-10-18","4,874.78","4,922.51","4,922.51","4,844.94","141.25K","-1.16%"
"2021-10-15","4,932.11","4,896.56","4,939.82","4,881.01","142.82K","0.38%"
"2021-10-14","4,913.61","4,934.26","4,953.92","4,903.25","119.56K","-0.54%"
"2021-10-13","4,940.11","4,880.14","4,953.38","4,869.83","131.14K","1.15%"
"2021-10-12","4,883.84","4,920.66","4,925.49","4,840.77","168.08K","-1.06%"
"2021-10-11","4,936.19","4,941.29","4,983.73","4,930.71","163.51K","0.13%"
"2021-10-8","4,929.94","4,915.73","4,937.09","4,891.63","168.97K","1.31%"
"2021-9-30","4,866.38","4,843.95","4,876.07","4,843.95","146.11K","0.67%"
"2021-9-29","4,833.93","4,846.02","4,868.07","4,799.88","188.17K","-1.02%"
"2021-9-28","4,883.83","4,869.08","4,901.31","4,846.63","176.89K","0.13%"
"2021-9-27","4,877.37","4,870.85","4,922.56","4,852.20","215.97K","0.58%"
"2021-9-24","4,849.43","4,845.64","4,897.06","4,838.54","207.69K","-0.08%"
"2021-9-23","4,853.20","4,848.22","4,877.34","4,837.56","228.15K","0.65%"
"2021-9-22","4,821.77","4,770.73","4,830.85","4,765.23","191.22K","-0.70%"
"2021-9-17","4,855.94","4,797.11","4,857.96","4,786.09","201.96K","1.00%"
"2021-9-16","4,807.70","4,866.79","4,879.53","4,806.14","216.75K","-1.22%"
"2021-9-15","4,867.32","4,903.85","4,903.85","4,843.12","187.99K","-1.01%"
"2021-9-14","4,917.16","4,989.83","5,000.98","4,907.32","245.59K","-1.49%"
"2021-9-13","4,991.66","5,006.77","5,029.72","4,964.96","249.92K","-0.44%"
"2021-9-10","5,013.52","4,967.98","5,042.80","4,962.37","288.30K","0.88%"
"2021-9-9","4,970.01","4,952.49","4,970.15","4,929.95","256.53K","-0.04%"
"2021-9-8","4,972.13","4,986.80","5,013.98","4,955.89","264.62K","-0.41%"
"2021-9-7","4,992.83","4,932.98","5,005.96","4,915.61","244.18K","1.20%"
"2021-9-6","4,933.73","4,841.06","4,944.45","4,837.79","240.51K","1.87%"
"2021-9-3","4,843.06","4,875.07","4,886.55","4,828.70","268.09K","-0.54%"
"2021-9-2","4,869.41","4,865.82","4,892.71","4,845.62","267.86K","0.00%"
"2021-9-1","4,869.46","4,804.69","4,906.40","4,763.30","326.72K","1.33%"
"2021-8-31","4,805.61","4,803.09","4,821.76","4,740.75","235.12K","-0.16%"
"2021-8-30","4,813.27","4,847.03","4,849.16","4,787.20","219.64K","-0.29%"
"2021-8-27","4,827.04","4,794.97","4,863.47","4,793.59","183.31K","0.53%"
"2021-8-26","4,801.61","4,892.20","4,892.20","4,798.70","197.62K","-1.97%"
"2021-8-25","4,898.16","4,890.52","4,899.77","4,865.76","189.45K","0.20%"
"2021-8-24","4,888.39","4,844.59","4,906.20","4,842.75","197.88K","1.09%"
"2021-8-23","4,835.88","4,777.73","4,843.82","4,764.01","167.58K","1.40%"
"2021-8-20","4,769.27","4,817.49","4,835.15","4,720.83","177.64K","-1.91%"
"2021-8-19","4,862.14","4,886.56","4,893.47","4,839.57","201.71K","-0.66%"
"2021-8-18","4,894.24","4,838.47","4,909.54","4,818.90","197.47K","1.17%"
"2021-8-17","4,837.40","4,935.00","4,967.56","4,823.39","187.57K","-2.10%"
"2021-8-16","4,941.07","4,935.92","4,973.38","4,931.37","161.95K","-0.10%"
"2021-8-13","4,945.98","4,958.76","4,993.74","4,921.28","158.31K","-0.55%"
"2021-8-12","4,973.35","4,998.07","5,016.26","4,962.98","168.22K","-0.84%"
"2021-8-11","5,015.34","5,037.08","5,059.79","5,009.98","182.27K","-0.55%"
"2021-8-10","5,043.15","4,977.82","5,043.76","4,941.24","167.05K","1.16%"
"2021-8-9","4,985.56","4,890.26","5,002.89","4,884.04","182.44K","1.30%"
"2021-8-6","4,921.56","4,943.04","4,944.35","4,891.80","154.18K","-0.55%"
"2021-8-5","4,948.67","4,946.17","4,997.14","4,921.94","167.38K","-0.61%"
"2021-8-4","4,978.85","4,927.74","4,979.29","4,919.66","175.47K","0.90%"
"2021-8-3","4,934.46","4,909.23","4,957.03","4,890.85","203.53K","0.01%"
"2021-8-2","4,933.74","4,794.82","4,938.82","4,761.46","227.20K","2.55%"
"2021-7-30","4,811.17","4,825.70","4,825.70","4,761.04","182.35K","-0.81%"
"2021-7-29","4,850.27","4,845.76","4,857.97","4,800.01","173.32K","1.89%"
"2021-7-28","4,760.48","4,714.29","4,785.66","4,663.90","192.63K","0.19%"
"2021-7-27","4,751.31","4,924.28","4,940.86","4,749.03","236.63K","-3.53%"
"2021-7-26","4,925.30","5,067.31","5,067.31","4,859.60","228.11K","-3.22%"
"2021-7-23","5,089.23","5,145.43","5,145.43","5,080.00","216.54K","-1.21%"
"2021-7-22","5,151.75","5,150.39","5,171.21","5,137.88","185.56K","0.15%"
"2021-7-21","5,144.04","5,122.78","5,160.54","5,122.30","167.98K","0.69%"
"2021-7-20","5,108.99","5,080.22","5,114.00","5,067.86","129.30K","-0.09%"
"2021-7-19","5,113.49","5,083.73","5,120.82","5,047.62","153.20K","0.37%"
"2021-7-16","5,094.77","5,140.90","5,140.90","5,090.63","169.96K","-1.10%"
"2021-7-15","5,151.46","5,073.26","5,153.81","5,067.68","181.08K","1.35%"
"2021-7-14","5,083.08","5,130.75","5,130.75","5,075.13","188.35K","-1.15%"
"2021-7-13","5,142.10","5,128.61","5,154.05","5,114.94","166.48K","0.18%"
"2021-7-12","5,132.71","5,108.38","5,159.41","5,070.32","206.21K","1.25%"
"2021-7-9","5,069.44","5,063.15","5,081.41","5,006.41","160.65K","-0.37%"
"2021-7-8","5,088.26","5,149.31","5,151.22","5,078.93","173.90K","-1.02%"
"2021-7-7","5,140.49","5,052.42","5,152.77","5,045.41","148.55K","1.13%"
"2021-7-6","5,083.10","5,089.78","5,092.21","5,028.51","140.66K","-0.05%"
"2021-7-5","5,085.79","5,073.78","5,098.23","5,048.00","131.21K","0.09%"
"2021-7-2","5,081.12","5,186.66","5,186.66","5,074.36","130.43K","-2.84%"
"2021-7-1","5,229.66","5,241.20","5,252.26","5,190.88","127.24K","0.11%"
"2021-6-30","5,224.04","5,189.38","5,231.43","5,186.63","103.75K","0.65%"
"2021-6-29","5,190.54","5,248.52","5,248.52","5,182.68","125.16K","-1.17%"
"2021-6-28","5,251.76","5,253.61","5,260.64","5,226.22","133.19K","0.23%"
"2021-6-25","5,239.97","5,159.80","5,251.61","5,157.48","154.93K","1.63%"
"2021-6-24","5,155.97","5,156.56","5,160.43","5,120.58","126.69K","0.17%"
"2021-6-23","5,147.39","5,127.19","5,171.03","5,109.76","136.36K","0.49%"
"2021-6-22","5,122.16","5,106.07","5,125.82","5,086.28","130.42K","0.62%"
"2021-6-21","5,090.39","5,088.09","5,123.78","5,058.57","132.19K","-0.24%"
"2021-6-18","5,102.47","5,104.93","5,128.03","5,064.92","148.59K","0.01%"
"2021-6-17","5,101.89","5,074.38","5,123.37","5,073.82","120.45K","0.42%"
"2021-6-16","5,080.49","5,163.25","5,164.52","5,076.02","125.15K","-1.67%"
"2021-6-15","5,166.56","5,218.56","5,225.50","5,137.41","142.88K","-1.11%"
"2021-6-11","5,224.70","5,275.75","5,276.10","5,213.60","180.81K","-0.89%"
"2021-6-10","5,271.47","5,236.47","5,299.53","5,229.52","138.99K","0.67%"
"2021-6-9","5,236.45","5,224.95","5,253.36","5,215.35","121.82K","0.08%"
"2021-6-8","5,232.12","5,276.97","5,319.04","5,201.14","130.56K","-0.86%"
"2021-6-7","5,277.63","5,284.89","5,286.84","5,242.95","127.71K","-0.09%"
"2021-6-4","5,282.28","5,228.28","5,334.49","5,221.23","144.73K","0.51%"
"2021-6-3","5,255.29","5,285.71","5,314.37","5,255.07","141.97K","-0.66%"
"2021-6-2","5,289.97","5,348.34","5,352.64","5,266.79","137.75K","-0.97%"
"2021-6-1","5,341.68","5,320.47","5,343.75","5,269.26","143.83K","0.19%"
"2021-5-31","5,331.57","5,318.08","5,331.63","5,281.69","144.60K","0.20%"
"2021-5-28","5,321.09","5,338.73","5,360.28","5,288.65","164.61K","-0.32%"
"2021-5-27","5,338.23","5,311.37","5,378.48","5,286.05","148.46K","0.33%"
"2021-5-26","5,320.59","5,326.12","5,344.28","5,308.74","169.61K","0.04%"
"2021-5-25","5,318.48","5,165.04","5,324.36","5,161.52","183.00K","3.16%"
"2021-5-24","5,155.59","5,138.81","5,155.59","5,092.39","126.74K","0.42%"
"2021-5-21","5,134.15","5,199.13","5,216.16","5,123.12","124.77K","-1.01%"
"2021-5-20","5,186.41","5,167.05","5,201.59","5,152.04","138.46K","0.27%"
"2021-5-19","5,172.27","5,173.17","5,193.56","5,151.64","118.73K","-0.30%"
"2021-5-18","5,187.60","5,190.93","5,201.67","5,156.79","118.40K","0.05%"
"2021-5-17","5,184.99","5,115.31","5,206.69","5,115.31","153.89K","1.46%"
"2021-5-14","5,110.59","5,007.63","5,112.98","4,981.29","159.43K","2.36%"
"2021-5-13","4,992.97","4,992.35","5,022.08","4,975.45","132.28K","-1.02%"
"2021-5-12","5,044.55","5,003.82","5,051.17","4,995.40","126.62K","0.43%"
"2021-5-11","5,023.06","4,956.08","5,033.49","4,925.92","151.53K","0.61%"
"2021-5-10","4,992.42","5,001.44","5,019.39","4,953.70","170.82K","-0.07%"
"2021-5-7","4,996.05","5,073.46","5,093.75","4,996.04","172.26K","-1.29%"
"2021-5-6","5,061.12","5,098.80","5,132.90","5,037.41","158.82K","-1.22%"
"2021-4-30","5,123.49","5,156.36","5,163.25","5,094.93","160.12K","-0.79%"
"2021-4-29","5,164.17","5,128.28","5,170.58","5,113.65","140.09K","0.88%"
"2021-4-28","5,119.24","5,073.97","5,119.45","5,059.26","120.62K","0.56%"
"2021-4-27","5,090.52","5,076.64","5,095.98","5,042.61","123.96K","0.26%"
"2021-4-26","5,077.24","5,156.59","5,181.11","5,072.96","151.38K","-1.13%"
"2021-4-23","5,135.45","5,088.83","5,149.98","5,086.49","122.06K","0.91%"
"2021-4-22","5,089.24","5,114.28","5,119.22","5,067.14","121.17K","-0.19%"
"2021-4-21","5,098.75","5,055.24","5,110.56","5,047.99","124.64K","0.30%"
"2021-4-20","5,083.37","5,065.78","5,119.86","5,058.92","136.54K","-0.07%"
"2021-4-19","5,087.02","4,966.41","5,088.21","4,940.75","154.77K","2.43%"
"2021-4-16","4,966.18","4,966.90","4,979.17","4,917.96","111.24K","0.35%"
"2021-4-15","4,948.97","4,969.91","4,969.91","4,900.30","108.83K","-0.64%"
"2021-4-14","4,980.63","4,945.69","4,987.12","4,940.27","120.86K","0.83%"
"2021-4-13","4,939.64","4,949.81","4,994.54","4,924.20","132.92K","-0.16%"
"2021-4-12","4,947.75","5,026.98","5,045.60","4,933.01","152.64K","-1.74%"
"2021-4-9","5,035.34","5,100.04","5,100.04","5,022.09","128.42K","-1.50%"
"2021-4-8","5,112.21","5,078.26","5,129.13","5,062.07","141.77K","0.17%"
"2021-4-7","5,103.74","5,141.66","5,141.66","5,065.19","145.76K","-0.71%"
"2021-4-6","5,140.34","5,178.64","5,181.15","5,125.33","109.83K","-0.41%"
"2021-4-2","5,161.56","5,129.85","5,169.83","5,116.35","127.00K","0.99%"
"2021-4-1","5,110.78","5,059.94","5,115.43","5,056.87","120.33K","1.24%"
"2021-3-31","5,048.36","5,085.95","5,085.95","5,015.61","141.34K","-0.91%"
"2021-3-30","5,094.73","5,043.10","5,106.04","5,032.79","138.62K","0.95%"
"2021-3-29","5,046.88","5,052.26","5,086.65","5,010.39","143.39K","0.18%"
"2021-3-26","5,037.99","4,953.95","5,050.83","4,953.95","145.93K","2.27%"
"2021-3-25","4,926.35","4,904.07","4,950.76","4,883.66","132.95K","-0.05%"
"2021-3-24","4,928.69","4,985.40","5,024.33","4,919.89","159.39K","-1.61%"
"2021-3-23","5,009.25","5,057.06","5,064.02","4,966.53","158.01K","-0.95%"
"2021-3-22","5,057.15","5,008.40","5,071.34","4,996.54","167.40K","1.00%"
"2021-3-19","5,007.09","5,068.53","5,089.92","4,980.76","164.18K","-2.62%"
"2021-3-18","5,141.77","5,114.59","5,160.46","5,111.13","142.90K","0.80%"
"2021-3-17","5,100.86","5,062.77","5,123.55","5,020.13","149.16K","0.42%"
"2021-3-16","5,079.36","5,054.41","5,084.31","5,009.95","161.39K","0.87%"
"2021-3-15","5,035.54","5,116.12","5,120.88","4,992.40","204.15K","-2.15%"
"2021-3-12","5,146.38","5,153.67","5,153.67","5,086.82","201.02K","0.35%"
"2021-3-11","5,128.22","5,024.56","5,138.41","5,020.58","189.60K","2.49%"
"2021-3-10","5,003.61","5,047.06","5,055.28","4,981.62","169.93K","0.66%"
"2021-3-9","4,971.00","5,066.15","5,094.31","4,917.91","230.71K","-2.15%"
"2021-3-8","5,080.02","5,299.79","5,326.26","5,079.80","230.23K","-3.47%"
"2021-3-5","5,262.80","5,191.97","5,307.82","5,174.25","202.63K","-0.34%"
"2021-3-4","5,280.71","5,388.48","5,392.37","5,254.78","212.78K","-3.15%"
"2021-3-3","5,452.21","5,327.35","5,452.40","5,316.48","194.71K","1.92%"
"2021-3-2","5,349.63","5,453.28","5,454.97","5,305.05","196.51K","-1.28%"
"2021-3-1","5,418.78","5,389.25","5,421.56","5,345.94","177.46K","1.54%"
"2021-2-26","5,336.76","5,343.90","5,416.32","5,318.86","212.27K","-2.43%"
"2021-2-25","5,469.56","5,494.47","5,527.63","5,444.16","230.74K","0.59%"
"2021-2-24","5,437.57","5,591.48","5,598.83","5,379.73","225.43K","-2.55%"
"2021-2-23","5,579.67","5,542.68","5,644.75","5,541.11","233.81K","-0.32%"
"2021-2-22","5,597.33","5,785.51","5,785.51","5,597.33","282.12K","-3.14%"
"2021-2-19","5,778.84","5,734.02","5,787.89","5,667.32","214.48K","0.18%"
"2021-2-18","5,768.38","5,922.07","5,930.91","5,747.66","218.85K","-0.68%"
"2021-2-10","5,807.72","5,709.68","5,823.42","5,707.33","170.17K","2.14%"
"2021-2-9","5,686.25","5,584.17","5,686.25","5,555.05","164.89K","2.19%"
"2021-2-8","5,564.56","5,506.14","5,576.49","5,479.85","164.03K","1.48%"
"2021-2-5","5,483.41","5,494.70","5,550.77","5,477.65","189.70K","0.17%"
"2021-2-4","5,473.95","5,453.98","5,510.05","5,411.57","180.58K","-0.21%"
"2021-2-3","5,485.20","5,499.30","5,532.89","5,473.12","188.05K","-0.29%"
"2021-2-2","5,501.09","5,429.70","5,503.21","5,411.52","165.21K","1.54%"
"2021-2-1","5,417.65","5,356.85","5,422.30","5,342.05","166.31K","1.23%"
"2021-1-29","5,351.96","5,413.97","5,430.20","5,288.10","182.18K","-0.47%"
"2021-1-28","5,377.14","5,450.37","5,462.24","5,360.38","170.49K","-2.73%"
"2021-1-27","5,528.00","5,505.77","5,534.99","5,449.64","160.19K","0.27%"
"2021-1-26","5,512.97","5,600.90","5,600.90","5,506.00","171.91K","-2.01%"
"2021-1-25","5,625.92","5,564.12","5,655.48","5,543.27","197.05K","1.01%"
"2021-1-22","5,569.78","5,562.38","5,573.66","5,513.88","199.30K","0.09%"
"2021-1-21","5,564.97","5,492.96","5,593.11","5,490.56","209.95K","1.62%"
"2021-1-20","5,476.43","5,439.91","5,496.05","5,426.54","170.91K","0.72%"
"2021-1-19","5,437.52","5,525.97","5,532.48","5,415.72","211.04K","-1.47%"
"2021-1-18","5,518.52","5,438.16","5,541.46","5,410.77","207.05K","1.11%"
"2021-1-15","5,458.08","5,471.39","5,500.63","5,390.27","238.64K","-0.23%"
"2021-1-14","5,470.46","5,556.21","5,568.02","5,458.68","243.68K","-1.93%"
"2021-1-13","5,577.97","5,609.26","5,644.72","5,535.14","261.57K","-0.33%"
"2021-1-12","5,596.35","5,419.50","5,596.35","5,417.63","224.22K","2.85%"
"2021-1-11","5,441.16","5,504.24","5,555.69","5,412.50","231.84K","-0.99%"
"2021-1-8","5,495.43","5,526.29","5,547.47","5,442.69","204.33K","-0.33%"
"2021-1-7","5,513.66","5,428.39","5,513.66","5,413.35","219.87K","1.77%"
"2021-1-6","5,417.67","5,386.51","5,433.47","5,341.43","193.77K","0.92%"
"2021-1-5","5,368.50","5,245.84","5,368.50","5,234.38","224.93K","1.91%"
"2021-1-4","5,267.72","5,212.93","5,284.43","5,190.94","211.71K","1.08%"
"2020-12-31","5,211.29","5,122.48","5,215.62","5,122.48","171.60K","1.91%"
"2020-12-30","5,113.71","5,037.98","5,113.71","5,036.63","148.63K","1.40%"
"2020-12-29","5,042.94","5,071.45","5,077.42","5,034.31","141.20K","-0.42%"
"2020-12-28","5,064.41","5,042.94","5,089.34","5,037.86","136.91K","0.44%"
"2020-12-25","5,042.01","4,985.77","5,042.10","4,973.68","121.01K","0.84%"
"2020-12-24","5,000.02","5,006.00","5,033.04","4,979.24","114.42K","-0.14%"
"2020-12-23","5,007.12","4,977.30","5,028.45","4,968.15","140.29K","0.85%"
"2020-12-22","4,964.77","5,034.98","5,055.13","4,960.95","162.35K","-1.63%"
"2020-12-21","5,046.84","4,995.76","5,048.51","4,970.00","140.81K","0.94%"
"2020-12-18","4,999.97","5,014.32","5,027.44","4,979.00","128.05K","-0.35%"
"2020-12-17","5,017.48","4,960.73","5,021.62","4,950.37","133.39K","1.28%"
"2020-12-16","4,953.87","4,957.30","4,968.86","4,938.19","106.78K","0.18%"
"2020-12-15","4,945.10","4,931.60","4,954.19","4,904.79","118.34K","0.21%"
"2020-12-14","4,934.83","4,903.63","4,937.26","4,887.66","120.80K","0.92%"
"2020-12-11","4,889.63","4,957.82","4,957.82","4,849.35","159.36K","-1.03%"
"2020-12-10","4,940.52","4,931.29","4,962.74","4,919.77","125.91K","-0.04%"
"2020-12-9","4,942.70","5,022.38","5,033.64","4,942.52","138.92K","-1.34%"
"2020-12-8","5,009.88","5,029.11","5,043.06","4,998.92","123.07K","-0.25%"
"2020-12-7","5,022.23","5,065.73","5,067.87","5,014.61","139.90K","-0.86%"
"2020-12-4","5,065.92","5,049.52","5,072.39","5,017.85","144.35K","0.18%"
"2020-12-3","5,057.06","5,065.45","5,072.30","5,033.79","177.87K","-0.20%"
"2020-12-2","5,067.14","5,072.98","5,090.61","5,043.31","195.44K","0.00%"
